row_index,true_label,predicted_label,true_rank,reciprocal_rank,cosine_similarity,mse,top1_hit,top5_hit,exact_sentence_match,attribute_overlap_count,attribute_overlap_ratio,relation_match,object_pair_match,full_structure_match
59,a medium red diamond is below a medium pink circle,the medium yellow square is positioned right of a medium green octagon,763,0.001310615989515072,0.5447731018066406,0.0029181211721152067,0,0,0,2,0.2857142857142857,0,0,0
7560,above a big green octagon is a small red triangle,right of a small black octagon is a small green triangle,19,0.05263157894736842,0.5423290133476257,0.0029337885789573193,0,0,0,3,0.42857142857142855,0,1,0
624,a small green hexagon can be seen above a medium blue octagon,right of a medium yellow octagon is a small pink triangle,690,0.0014492753623188406,0.5408898591995239,0.002943014493212104,0,0,0,3,0.42857142857142855,0,0,0
1616,a big yellow octagon is below a big pink diamond,right of a small black octagon is a small green triangle,941,0.0010626992561105207,0.505312442779541,0.003171074204146862,0,0,0,0,0.0,0,0,0
7246,right of a medium green hexagon is a medium black square,right of a medium yellow octagon is a small pink triangle,12,0.08333333333333333,0.5624307990074158,0.002804931253194809,0,0,0,2,0.2857142857142857,1,0,0
8414,the small red octagon is positioned below a small red diamond,right of a small black octagon is a small green triangle,239,0.0041841004184100415,0.6127424240112305,0.00248242006637156,0,0,0,2,0.2857142857142857,0,0,0
1980,the big green circle is positioned right of a big orange octagon,right of a medium yellow octagon is a small pink triangle,672,0.001488095238095238,0.5315885543823242,0.0030026377644389868,0,0,0,2,0.2857142857142857,1,0,0
7756,a big yellow triangle can be seen left of a medium pink octagon,right of a medium yellow octagon is a small pink triangle,852,0.0011737089201877935,0.5238617658615112,0.0030521685257554054,0,0,0,3,0.42857142857142855,0,1,0
495,a medium green circle can be seen right of a small blue square,right of a medium yellow octagon is a small pink triangle,433,0.0023094688221709007,0.5633618831634521,0.0027989631053060293,0,0,0,1,0.14285714285714285,1,0,0
6036,below a big purple square is a small yellow square,the medium yellow square is positioned right of a medium green octagon,312,0.003205128205128205,0.535523533821106,0.002977414056658745,0,0,0,2,0.2857142857142857,0,0,0
9756,the medium pink triangle is positioned left of a small black triangle,the medium yellow square is positioned right of a medium green octagon,88,0.011363636363636364,0.5661444067955017,0.0027811259496957064,0,0,0,1,0.14285714285714285,0,0,0
3308,a big red diamond is left of a medium orange square,right of a medium yellow octagon is a small pink triangle,733,0.001364256480218281,0.5400208830833435,0.0029485842678695917,0,0,0,1,0.14285714285714285,0,0,0
5485,a small yellow circle is left of a big yellow diamond,right of a medium pink octagon is a medium yellow square,709,0.0014104372355430183,0.5459914207458496,0.002910311333835125,0,0,0,1,0.14285714285714285,0,0,0
2499,a medium pink diamond can be seen above a big yellow circle,right of a small black octagon is a small green triangle,823,0.001215066828675577,0.551193118095398,0.0028769676573574543,0,0,0,0,0.0,0,0,0
355,the big pink hexagon is positioned below a big orange triangle,the medium yellow square is positioned right of a medium green octagon,868,0.001152073732718894,0.5189979076385498,0.0030833466444164515,0,0,0,0,0.0,0,0,0
3868,the medium orange hexagon is positioned above a small black circle,the small blue triangle is positioned below a medium yellow circle,52,0.019230769230769232,0.6834855675697327,0.002028938615694642,0,0,0,1,0.14285714285714285,0,0,0
422,the big purple octagon is positioned right of a small green hexagon,right of a medium yellow octagon is a small pink triangle,855,0.0011695906432748538,0.5150802135467529,0.003108460223302245,0,0,0,1,0.14285714285714285,1,0,0
6845,a medium red diamond is left of a small yellow hexagon,right of a small green circle is a medium green circle,704,0.0014204545454545455,0.549962043762207,0.0028848592191934586,0,0,0,2,0.2857142857142857,0,0,0
